model	omega	E_kin	E_pot	U	eb1_1	eb2_1	eb3_1	eb4_1	mu	t	tb1_1	tb2_1	tb3_1	tb4_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	E0_1	sector_1	n_1	githash	version	distance	diff_param	diff_hybrid	script	time	
2L_4b_gen	1.4545852	-0.96231567	0.33361188	4	1.4670777	-0.67661804	1.4666768	-0.67646123	1.55	1	0.40900697	0.42002448	0.40894807	0.41997992	0.99995889	-0.96231567	nan	nan	nan	nan	nan	0.99883978	-0.67316974	nan	nan	nan	nan	-7.1040213	R0:N6:S0:1	0.99883978	20a4d9d	v2.1.5	 1.57e-03	 6.91e-03	 6.24e-04	general_bath_1D.py	2023-07-27@14:48
2L_4b_gen	1.4342945	-0.96120876	0.34273496	4	1.4573048	-0.66681335	1.4572966	-0.66679495	1.55	1	0.40747195	0.41852153	0.40747035	0.4185149	1.0003794	-0.96120876	nan	nan	nan	nan	nan	0.9992715	-0.67198966	nan	nan	nan	nan	-7.0634092	R0:N6:S0:1	0.9992715	20a4d9d	v2.1.5	 1.56e-03	 1.10e-03	 1.66e-03	general_bath_1D.py	2023-07-27@14:49

model	omega	E_kin	E_pot	U	eb1_1	eb2_1	eb3_1	eb4_1	mu	t	tb1_1	tb2_1	tb3_1	tb4_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	E0_1	sector_1	n_1	githash	version	distance	diff_param	diff_hybrid	script	time	
2L_4b_gen	1.4348517	-0.96274226	0.43732723	4	1.4553103	-0.66700575	1.4549634	-0.66695067	1.65	1	0.40722062	0.41872212	0.40717211	0.41870529	1.0003856	-0.96274226	nan	nan	nan	nan	nan	1.0027003	-0.67290951	nan	nan	nan	nan	-7.2644675	R0:N6:S0:1	1.0027003	20a4d9d	v2.1.5	 1.35e-03	 3.90e-02	 1.00e+06	general_bath_1D.py	2023-07-27@14:50
2L_4b_gen	1.492476	-0.96609093	0.31778965	4	1.3830273	-0.69636705	1.3830571	-0.69634705	1.65	1	0.40752625	0.4132113	0.40752864	0.41320803	0.99978848	-0.96609093	nan	nan	nan	nan	nan	1.0000086	-0.67636968	nan	nan	nan	nan	-7.3797896	R0:N6:S0:1	1.0000086	20a4d9d	v2.1.5	 7.38e-04	 4.92e-02	 1.50e-02	general_bath_1D.py	2023-07-27@14:51
2L_4b_gen	1.6636819	-0.96734311	0.39786484	4	1.4348274	-0.77861634	1.4348194	-0.77861259	1.65	1	0.41878336	0.42436851	0.41877953	0.42436892	0.99814289	-0.96734311	nan	nan	nan	nan	nan	0.9981425	-0.67708126	nan	nan	nan	nan	-7.7215993	R0:N6:S0:1	0.9981425	20a4d9d	v2.1.5	 6.70e-04	 8.28e-03	 1.22e-02	general_bath_1D.py	2023-07-27@14:52
2L_4b_gen	1.6848415	-0.96581872	0.3393086	4	1.4216967	-0.7886581	1.4217132	-0.78867858	1.65	1	0.41938532	0.42530773	0.41938751	0.42531367	0.9993662	-0.96581872	nan	nan	nan	nan	nan	0.99871858	-0.67544419	nan	nan	nan	nan	-7.7645653	R0:N6:S0:1	0.99871858	20a4d9d	v2.1.5	 6.41e-04	 1.20e-02	 2.10e-03	general_bath_1D.py	2023-07-27@14:53
2L_4b_gen	1.7058488	-0.96483244	0.27741872	4	1.4431951	-0.79871003	1.4431897	-0.79871825	1.65	1	0.42181542	0.42700503	0.4218135	0.42701027	0.99887199	-0.96483244	nan	nan	nan	nan	nan	0.99845524	-0.67482146	nan	nan	nan	nan	-7.8061364	R0:N6:S0:1	0.99845524	20a4d9d	v2.1.5	 6.75e-04	 5.63e-03	 1.39e-03	general_bath_1D.py	2023-07-27@14:54
2L_4b_gen	1.6910041	-0.96186272	0.40067273	4	1.4346924	-0.79177595	1.4344846	-0.79172429	1.65	1	0.42046549	0.42551101	0.42043487	0.42549558	0.99897509	-0.96186272	nan	nan	nan	nan	nan	0.99876809	-0.67220713	nan	nan	nan	nan	-7.776766	R0:N6:S0:1	0.99876809	20a4d9d	v2.1.5	 6.20e-04	 7.23e-03	 7.85e-04	general_bath_1D.py	2023-07-27@14:55
2L_4b_gen	1.7080147	-0.96613204	0.32904757	4	1.4229835	-0.80029277	1.423013	-0.80030012	1.65	1	0.41938686	0.42623137	0.41938238	0.4262301	0.99914083	-0.96613204	nan	nan	nan	nan	nan	0.99838626	-0.67606931	nan	nan	nan	nan	-7.8105287	R0:N6:S0:1	0.99838626	20a4d9d	v2.1.5	 6.45e-04	 8.78e-03	 1.47e-03	general_bath_1D.py	2023-07-27@14:55
2L_4b_gen	1.7072674	-0.96143851	0.23764615	4	1.4404133	-0.79949759	1.4404019	-0.79951617	1.65	1	0.42140961	0.42694141	0.42141789	0.42694157	0.999422	-0.96143851	nan	nan	nan	nan	nan	0.99905821	-0.67207288	nan	nan	nan	nan	-7.8093406	R0:N6:S0:1	0.99905821	20a4d9d	v2.1.5	 6.15e-04	 2.44e-03	 9.15e-04	general_bath_1D.py	2023-07-27@14:56
2L_4b_gen	1.7159797	-0.96591924	0.41884618	4	1.4390375	-0.80416339	1.4388901	-0.80409457	1.65	1	0.42092298	0.42680412	0.42089667	0.42678958	0.99909871	-0.96591924	nan	nan	nan	nan	nan	0.99847523	-0.67571464	nan	nan	nan	nan	-7.8267612	R0:N6:S0:1	0.99847523	20a4d9d	v2.1.5	 9.51e-04	 3.78e-02	 1.14e-03	general_bath_1D.py	2023-07-27@14:57
2L_4b_gen	1.6017172	-0.96407805	0.28937556	4	1.388242	-0.749115	1.3881734	-0.74913155	1.65	1	0.41294531	0.41890327	0.41293711	0.41890259	1.0005651	-0.96407805	nan	nan	nan	nan	nan	0.99992077	-0.67373325	nan	nan	nan	nan	-7.5983072	R0:N6:S0:1	0.99992077	20a4d9d	v2.1.5	 6.86e-04	 3.33e-02	 7.33e-03	general_bath_1D.py	2023-07-27@14:58
2L_4b_gen	1.6918452	-0.96399065	0.26905376	4	1.4379565	-0.79196126	1.4380164	-0.7919845	1.65	1	0.42043755	0.42651314	0.42045703	0.42651662	0.9995719	-0.96399065	nan	nan	nan	nan	nan	0.99909285	-0.67448906	nan	nan	nan	nan	-7.7785313	R0:N6:S0:1	0.99909285	20a4d9d	v2.1.5	 6.44e-04	 6.84e-03	 5.29e-03	general_bath_1D.py	2023-07-27@14:59
2L_4b_gen	1.7060464	-0.96759653	0.41387609	4	1.4496223	-0.7991554	1.4495363	-0.79911904	1.65	1	0.42154731	0.42675488	0.42153227	0.42674294	0.99965754	-0.96759653	nan	nan	nan	nan	nan	0.99934355	-0.67754258	nan	nan	nan	nan	-7.8069026	R0:N6:S0:1	0.99934355	20a4d9d	v2.1.5	 7.47e-04	 2.10e-02	 1.55e-03	general_bath_1D.py	2023-07-27@15:00
2L_4b_gen	1.661611	-0.9663031	0.30394277	4	1.4138283	-0.77764706	1.4138033	-0.77763707	1.65	1	0.41721817	0.42390505	0.41721708	0.42390237	0.99930811	-0.9663031	nan	nan	nan	nan	nan	0.99864057	-0.6760791	nan	nan	nan	nan	-7.7180345	R0:N6:S0:1	0.99864057	20a4d9d	v2.1.5	 7.55e-04	 9.39e-03	 3.13e-03	general_bath_1D.py	2023-07-27@15:01
2L_4b_gen	1.6641742	-0.96642168	0.29443345	4	1.432489	-0.77882992	1.4324196	-0.77881584	1.65	1	0.41926402	0.42384288	0.41925429	0.4238379	0.99943546	-0.96642168	nan	nan	nan	nan	nan	0.99911557	-0.67668193	nan	nan	nan	nan	-7.7231938	R0:N6:S0:1	0.99911557	20a4d9d	v2.1.5	 6.64e-04	 7.83e-03	 9.33e-04	general_bath_1D.py	2023-07-27@15:01
2L_4b_gen	1.6953478	-0.96592697	0.260403	4	1.435774	-0.79395946	1.4357706	-0.79393898	1.65	1	0.42020706	0.42594918	0.42020369	0.42594033	0.99959614	-0.96592697	nan	nan	nan	nan	nan	0.99871246	-0.67590423	nan	nan	nan	nan	-7.7854343	R0:N6:S0:1	0.99871246	20a4d9d	v2.1.5	 9.45e-04	 2.27e-02	 2.03e-03	general_bath_1D.py	2023-07-27@15:02
2L_4b_gen	1.6092646	-0.96612504	0.41260998	4	1.4186117	-0.75248308	1.4186282	-0.75249458	1.65	1	0.41593958	0.42000413	0.41594967	0.42000864	0.99862592	-0.96612504	nan	nan	nan	nan	nan	0.99916856	-0.67553162	nan	nan	nan	nan	-7.6132952	R0:N6:S0:1	0.99916856	20a4d9d	v2.1.5	 6.40e-04	 2.39e-02	 5.56e-03	general_bath_1D.py	2023-07-27@15:03
2L_4b_gen	1.6883188	-0.9651074	0.32176733	4	1.3904414	-0.79059338	1.3903739	-0.79058959	1.65	1	0.41632918	0.42527619	0.41631705	0.42527466	0.99871517	-0.9651074	nan	nan	nan	nan	nan	0.99782435	-0.6746225	nan	nan	nan	nan	-7.7715018	R0:N6:S0:1	0.99782435	20a4d9d	v2.1.5	 6.32e-04	 2.37e-02	 5.75e-03	general_bath_1D.py	2023-07-27@15:04
2L_4b_gen	1.7109064	-0.96479214	0.40269665	4	1.4363614	-0.80138035	1.436242	-0.80135097	1.65	1	0.42150616	0.42654795	0.42149198	0.42654114	0.99818515	-0.96479214	nan	nan	nan	nan	nan	0.99799005	-0.67451028	nan	nan	nan	nan	-7.8166551	R0:N6:S0:1	0.99799005	20a4d9d	v2.1.5	 6.24e-04	 1.19e-02	 2.41e-03	general_bath_1D.py	2023-07-27@15:05
2L_4b_gen	1.7039999	-0.96290404	0.39850126	4	1.4127479	-0.79812096	1.4128218	-0.79815695	1.65	1	0.41914344	0.42589012	0.41915712	0.42589579	0.99983278	-0.96290404	nan	nan	nan	nan	nan	0.99882876	-0.67350084	nan	nan	nan	nan	-7.8028306	R0:N6:S0:1	0.99882876	20a4d9d	v2.1.5	 6.37e-04	 1.18e-02	 1.01e-03	general_bath_1D.py	2023-07-27@15:06
2L_4b_gen	1.7101076	-0.96393797	0.28579576	4	1.436189	-0.80153411	1.4360853	-0.80150641	1.65	1	0.41953372	0.42666515	0.41951636	0.42665416	0.99950361	-0.96393797	nan	nan	nan	nan	nan	0.99891422	-0.67462257	nan	nan	nan	nan	-7.8146577	R0:N6:S0:1	0.99891422	20a4d9d	v2.1.5	 6.47e-04	 3.99e-03	 1.96e-03	general_bath_1D.py	2023-07-27@15:07

model	omega	E_kin	E_pot	U	eb1_1	eb2_1	eb3_1	eb4_1	mu	t	tb1_1	tb2_1	tb3_1	tb4_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	E0_1	sector_1	n_1	githash	version	distance	diff_param	diff_hybrid	script	time	
2L_4b_gen	1.7047092	-0.96173087	0.30301581	4	1.4432877	-0.79839042	1.4434192	-0.79842575	1.75	1	0.4208344	0.42674706	0.4208512	0.42675703	1.0009952	-0.96173087	nan	nan	nan	nan	nan	1.0038406	-0.67219719	nan	nan	nan	nan	-8.0042282	R0:N6:S0:1	1.0038406	20a4d9d	v2.1.5	 6.07e-04	 4.48e-02	 1.00e+06	general_bath_1D.py	2023-07-27@15:08
2L_4b_gen	1.7639856	-0.96510227	0.31163421	4	1.3593899	-0.82913711	1.3593429	-0.82912947	1.75	1	0.41909598	0.42075548	0.41909266	0.42075441	0.99887144	-0.96510227	nan	nan	nan	nan	nan	0.99956203	-0.67539928	nan	nan	nan	nan	-8.1228375	R0:N6:S0:1	0.99956203	20a4d9d	v2.1.5	 3.43e-04	 4.10e-02	 1.39e-02	general_bath_1D.py	2023-07-27@15:09
2L_4b_gen	1.9128837	-0.96366586	0.28190623	4	1.3970914	-0.90082328	1.3970503	-0.90080683	1.75	1	0.42862591	0.4295917	0.42862222	0.42958757	0.99861565	-0.96366586	nan	nan	nan	nan	nan	0.99883085	-0.67428022	nan	nan	nan	nan	-8.4205713	R0:N6:S0:1	0.99883085	20a4d9d	v2.1.5	 2.92e-04	 1.02e-02	 8.43e-03	general_bath_1D.py	2023-07-27@15:09
2L_4b_gen	1.954212	-0.9632541	0.40476319	4	1.3966283	-0.92106565	1.3965855	-0.92104132	1.75	1	0.42976515	0.43150451	0.42975055	0.43149585	0.99851556	-0.9632541	nan	nan	nan	nan	nan	0.99876524	-0.67355579	nan	nan	nan	nan	-8.5032179	R0:N6:S0:1	0.99876524	20a4d9d	v2.1.5	 2.80e-04	 1.45e-02	 2.51e-03	general_bath_1D.py	2023-07-27@15:10
2L_4b_gen	1.9580511	-0.9640068	0.41085575	4	1.3676639	-0.92309216	1.3677969	-0.92314058	1.75	1	0.42729546	0.43125666	0.42731456	0.43127008	0.99773901	-0.9640068	nan	nan	nan	nan	nan	0.99765617	-0.67391701	nan	nan	nan	nan	-8.5109087	R0:N6:S0:1	0.99765617	20a4d9d	v2.1.5	 2.94e-04	 2.13e-03	 1.55e-03	general_bath_1D.py	2023-07-27@15:11
2L_4b_gen	1.9619213	-0.96197262	0.25707994	4	1.3638929	-0.92498492	1.3639388	-0.92498685	1.75	1	0.42747816	0.43116497	0.42748219	0.43116254	0.99771382	-0.96197262	nan	nan	nan	nan	nan	0.99714362	-0.67228163	nan	nan	nan	nan	-8.5186463	R0:N6:S0:1	0.99714362	20a4d9d	v2.1.5	 2.90e-04	 1.69e-02	 6.61e-04	general_bath_1D.py	2023-07-27@15:12
2L_4b_gen	1.9717704	-0.96477587	0.29835439	4	1.3971096	-0.9295706	1.3971303	-0.92959784	1.75	1	0.43083728	0.4320385	0.43084243	0.43204676	0.9986399	-0.96477587	nan	nan	nan	nan	nan	0.99832495	-0.67506393	nan	nan	nan	nan	-8.5382998	R0:N6:S0:1	0.99832495	20a4d9d	v2.1.5	 2.84e-04	 2.00e-03	 1.58e-03	general_bath_1D.py	2023-07-27@15:13
2L_4b_gen	1.9648276	-0.96483548	0.30051739	4	1.3988365	-0.92592102	1.3989101	-0.92610096	1.75	1	0.43071656	0.43232113	0.43073542	0.43236051	0.99853971	-0.96483548	nan	nan	nan	nan	nan	0.99833088	-0.67507833	nan	nan	nan	nan	-8.5244535	R0:N6:S0:1	0.99833088	20a4d9d	v2.1.5	 3.01e-04	 3.24e-03	 9.51e-04	general_bath_1D.py	2023-07-27@15:14
2L_4b_gen	1.9521888	-0.96920536	0.41170323	4	1.3967624	-0.91988849	1.3970104	-0.91999343	1.75	1	0.43016319	0.43143054	0.43020691	0.43145768	0.99258851	-0.96920536	nan	nan	nan	nan	nan	0.99388585	-0.67791272	nan	nan	nan	nan	-8.499262	R0:N6:S0:1	0.99388585	20a4d9d	v2.1.5	 7.50e-04	 5.82e-02	 5.78e-04	general_bath_1D.py	2023-07-27@15:15
2L_4b_gen	1.8506789	-0.96382836	0.32394955	4	1.2920894	-0.87151446	1.292081	-0.87149463	1.75	1	0.42020788	0.42081447	0.42020638	0.42081237	0.99958176	-0.96382836	nan	nan	nan	nan	nan	0.99828734	-0.67292691	nan	nan	nan	nan	-8.2962575	R0:N6:S0:1	0.99828734	20a4d9d	v2.1.5	 3.11e-04	 5.08e-02	 6.94e-03	general_bath_1D.py	2023-07-27@15:16
2L_4b_gen	1.9524108	-0.96423265	0.40855452	4	1.3803357	-0.92007202	1.3802539	-0.92002944	1.75	1	0.42880048	0.43138785	0.42877995	0.43138282	0.9977967	-0.96423265	nan	nan	nan	nan	nan	0.99792169	-0.67418945	nan	nan	nan	nan	-8.4996448	R0:N6:S0:1	0.99792169	20a4d9d	v2.1.5	 2.68e-04	 7.73e-03	 6.42e-03	general_bath_1D.py	2023-07-27@15:16
2L_4b_gen	1.9639659	-0.96597009	0.41448157	4	1.3660228	-0.92599951	1.366103	-0.92597846	1.75	1	0.42766976	0.43124576	0.42767982	0.43124544	0.99884771	-0.96597009	nan	nan	nan	nan	nan	0.99757189	-0.67414123	nan	nan	nan	nan	-8.5227217	R0:N6:S0:1	0.99757189	20a4d9d	v2.1.5	 6.93e-04	 6.80e-02	 1.36e-03	general_bath_1D.py	2023-07-27@15:17
2L_4b_gen	1.7102432	-0.96278619	0.36863288	4	1.3122499	-0.80247073	1.3121954	-0.80246643	1.75	1	0.41693779	0.41600938	0.41692888	0.41600699	1.0003094	-0.96278619	nan	nan	nan	nan	nan	1.0006866	-0.67143905	nan	nan	nan	nan	-8.0153077	R0:N6:S0:1	1.0006866	20a4d9d	v2.1.5	 3.33e-04	 5.26e-02	 1.42e-02	general_bath_1D.py	2023-07-27@15:18
2L_4b_gen	1.9023813	-0.96566659	0.24513109	4	1.3584008	-0.89575029	1.3585091	-0.89575578	1.75	1	0.42484007	0.42914111	0.42485303	0.42914326	0.99970678	-0.96566659	nan	nan	nan	nan	nan	0.99937714	-0.67544885	nan	nan	nan	nan	-8.3996161	R0:N6:S0:1	0.99937714	20a4d9d	v2.1.5	 3.03e-04	 2.19e-02	 1.04e-02	general_bath_1D.py	2023-07-27@15:19
2L_4b_gen	1.9479985	-0.96290849	0.261099	4	1.3958375	-0.91783227	1.3958678	-0.91783808	1.75	1	0.42948022	0.4318454	0.42947742	0.43184511	0.99810085	-0.96290849	nan	nan	nan	nan	nan	0.99814343	-0.67356144	nan	nan	nan	nan	-8.4907561	R0:N6:S0:1	0.99814343	20a4d9d	v2.1.5	 2.94e-04	 4.39e-03	 2.81e-03	general_bath_1D.py	2023-07-27@15:20
2L_4b_gen	1.9633808	-0.96496265	0.29745529	4	1.3998893	-0.92556528	1.3998955	-0.92551983	1.75	1	0.43059492	0.43168363	0.43058944	0.43167179	0.99904041	-0.96496265	nan	nan	nan	nan	nan	0.99884668	-0.67529689	nan	nan	nan	nan	-8.5215825	R0:N6:S0:1	0.99884668	20a4d9d	v2.1.5	 2.95e-04	 1.07e-03	 1.72e-03	general_bath_1D.py	2023-07-27@15:21
2L_4b_gen	1.96768	-0.96581151	0.4155228	4	1.399469	-0.92736074	1.3994835	-0.92739655	1.75	1	0.43073582	0.43268043	0.43073812	0.43268914	0.99831304	-0.96581151	nan	nan	nan	nan	nan	0.99851573	-0.67562671	nan	nan	nan	nan	-8.5301899	R0:N6:S0:1	0.99851573	20a4d9d	v2.1.5	 2.97e-04	 1.66e-02	 6.69e-04	general_bath_1D.py	2023-07-27@15:22
2L_4b_gen	1.9541069	-0.96430187	0.41138819	4	1.367098	-0.92100825	1.3671093	-0.92101868	1.75	1	0.42759764	0.43118562	0.42759629	0.4311848	0.99701133	-0.96430187	nan	nan	nan	nan	nan	0.99705005	-0.67397311	nan	nan	nan	nan	-8.5029324	R0:N6:S0:1	0.99705005	20a4d9d	v2.1.5	 2.73e-04	 4.04e-03	 1.57e-03	general_bath_1D.py	2023-07-27@15:23

model	omega	E_kin	E_pot	U	eb1_1	eb2_1	eb3_1	eb4_1	mu	t	tb1_1	tb2_1	tb3_1	tb4_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	E0_1	sector_1	n_1	githash	version	distance	diff_param	diff_hybrid	script	time	
2L_4b_gen	1.9620833	-0.9610742	0.23470917	4	1.3601542	-0.92505655	1.3600308	-0.924973	1.85	1	0.42756081	0.43081194	0.42753841	0.43079305	1.0023919	-0.9610742	nan	nan	nan	nan	nan	1.0047268	-0.67135902	nan	nan	nan	nan	-8.7190834	R0:N6:S0:1	1.0047268	20a4d9d	v2.1.5	 2.20e-04	 3.96e-02	 1.00e+06	general_bath_1D.py	2023-07-27@15:24
2L_4b_gen	2.1181717	-0.96181567	0.29567382	4	1.3433689	-1.0021524	1.3433029	-1.0021039	1.85	1	0.43288479	0.4337235	0.43287014	0.43371774	0.99948651	-0.96181567	nan	nan	nan	nan	nan	1.00029	-0.67237889	nan	nan	nan	nan	-9.0311363	R0:N6:S0:1	1.00029	20a4d9d	v2.1.5	 1.54e-04	 1.39e-02	 1.24e-02	general_bath_1D.py	2023-07-27@15:25
2L_4b_gen	2.170209	-0.96697627	0.3419623	4	1.3327449	-1.0276993	1.3327615	-1.0277308	1.85	1	0.43448432	0.43483127	0.43448509	0.43483503	1.000152	-0.96697627	nan	nan	nan	nan	nan	0.99942818	-0.67580643	nan	nan	nan	nan	-9.1352172	R0:N6:S0:1	0.99942818	20a4d9d	v2.1.5	 3.75e-04	 5.07e-02	 3.94e-03	general_bath_1D.py	2023-07-27@15:26
2L_4b_gen	1.9778888	-0.96526345	0.41480296	4	1.2976765	-0.93352074	1.2977202	-0.93351253	1.85	1	0.42824026	0.42373379	0.42823994	0.42373024	0.99886713	-0.96526345	nan	nan	nan	nan	nan	1.0000311	-0.67405214	nan	nan	nan	nan	-8.7504978	R0:N6:S0:1	1.0000311	20a4d9d	v2.1.5	 1.73e-04	 3.76e-02	 8.78e-03	general_bath_1D.py	2023-07-27@15:26
2L_4b_gen	2.12943	-0.96202406	0.24513471	4	1.2914095	-1.007898	1.2914117	-1.0078454	1.85	1	0.43039474	0.4320406	0.43039484	0.43203134	0.99945954	-0.96202406	nan	nan	nan	nan	nan	0.9994529	-0.6717847	nan	nan	nan	nan	-9.0536924	R0:N6:S0:1	0.9994529	20a4d9d	v2.1.5	 1.51e-04	 1.97e-02	 7.33e-03	general_bath_1D.py	2023-07-27@15:27
2L_4b_gen	2.1833166	-0.96509086	0.29985872	4	1.3203113	-1.0341547	1.3201928	-1.0341623	1.85	1	0.43427777	0.43492645	0.43426679	0.43493031	0.99902998	-0.96509086	nan	nan	nan	nan	nan	0.99899067	-0.67515872	nan	nan	nan	nan	-9.1614452	R0:N6:S0:1	0.99899067	20a4d9d	v2.1.5	 1.43e-04	 3.60e-03	 2.70e-03	general_bath_1D.py	2023-07-27@15:28
2L_4b_gen	2.1915309	-0.96586796	0.30296763	4	1.3262089	-1.0380849	1.3261989	-1.0380266	1.85	1	0.43524116	0.43549108	0.43523769	0.43548325	0.99893034	-0.96586796	nan	nan	nan	nan	nan	0.99893714	-0.67597662	nan	nan	nan	nan	-9.1778911	R0:N6:S0:1	0.99893714	20a4d9d	v2.1.5	 1.58e-04	 1.62e-03	 3.74e-04	general_bath_1D.py	2023-07-27@15:29
2L_4b_gen	2.1977848	-0.96503813	0.34052322	4	1.3271973	-1.0411562	1.3272063	-1.0410817	1.85	1	0.43551966	0.43575539	0.4355157	0.43574601	0.99979999	-0.96503813	nan	nan	nan	nan	nan	0.99971244	-0.67526055	nan	nan	nan	nan	-9.1903569	R0:N6:S0:1	0.99971244	20a4d9d	v2.1.5	 1.41e-04	 9.89e-04	 3.17e-04	general_bath_1D.py	2023-07-27@15:30
2L_4b_gen	2.2009764	-0.96431967	0.31990343	4	1.328426	-1.0427553	1.3280898	-1.0426698	1.85	1	0.43533344	0.43619338	0.43528005	0.43616455	0.99920663	-0.96431967	nan	nan	nan	nan	nan	0.9991719	-0.67470624	nan	nan	nan	nan	-9.1967762	R0:N6:S0:1	0.9991719	20a4d9d	v2.1.5	 1.40e-04	 6.41e-04	 4.14e-04	general_bath_1D.py	2023-07-27@15:31
2L_4b_gen	2.1997255	-0.96498056	0.32044285	4	1.3292951	-1.0421389	1.3293817	-1.042171	1.85	1	0.43543301	0.43586729	0.43545243	0.43587631	0.99894423	-0.96498056	nan	nan	nan	nan	nan	0.99894066	-0.67516585	nan	nan	nan	nan	-9.1942621	R0:N6:S0:1	0.99894066	20a4d9d	v2.1.5	 1.50e-04	 8.43e-04	 2.44e-04	general_bath_1D.py	2023-07-27@15:32
2L_4b_gen	2.1981836	-0.96603165	0.29190773	4	1.3278531	-1.0412494	1.3279532	-1.0413285	1.85	1	0.43561624	0.43581925	0.43563217	0.43583213	0.99896744	-0.96603165	nan	nan	nan	nan	nan	0.99897473	-0.67591791	nan	nan	nan	nan	-9.1907359	R0:N6:S0:1	0.99897473	20a4d9d	v2.1.5	 1.43e-04	 3.50e-03	 2.98e-04	general_bath_1D.py	2023-07-27@15:33
2L_4b_gen	2.1940354	-0.9653522	0.32189708	4	1.3212282	-1.0392498	1.3212568	-1.039257	1.85	1	0.43497315	0.43562069	0.43497078	0.43562437	0.99893391	-0.9653522	nan	nan	nan	nan	nan	0.99885936	-0.67531308	nan	nan	nan	nan	-9.1829046	R0:N6:S0:1	0.99885936	20a4d9d	v2.1.5	 1.41e-04	 2.73e-03	 4.22e-04	general_bath_1D.py	2023-07-27@15:34
2L_4b_gen	2.1974763	-0.9657943	0.31438757	4	1.326384	-1.0408915	1.3264376	-1.0409689	1.85	1	0.43554397	0.43574999	0.43555784	0.43576378	0.99859872	-0.9657943	nan	nan	nan	nan	nan	0.99853159	-0.67587729	nan	nan	nan	nan	-9.1897394	R0:N6:S0:1	0.99853159	20a4d9d	v2.1.5	 1.43e-04	 7.73e-04	 3.33e-04	general_bath_1D.py	2023-07-27@15:35
2L_4b_gen	2.1964635	-0.96563728	0.26941595	4	1.3279087	-1.0404701	1.3278377	-1.0404356	1.85	1	0.43563714	0.43566775	0.43562626	0.43565706	0.99883994	-0.96563728	nan	nan	nan	nan	nan	0.99881833	-0.67581981	nan	nan	nan	nan	-9.1877367	R0:N6:S0:1	0.99881833	20a4d9d	v2.1.5	 1.68e-04	 7.54e-04	 1.15e-04	general_bath_1D.py	2023-07-27@15:36
2L_4b_gen	2.1993357	-0.96511528	0.32236197	4	1.3274971	-1.0419147	1.3274152	-1.041875	1.85	1	0.43556889	0.43579473	0.43555359	0.43578551	0.99960517	-0.96511528	nan	nan	nan	nan	nan	0.99948111	-0.67537016	nan	nan	nan	nan	-9.1934908	R0:N6:S0:1	0.99948111	20a4d9d	v2.1.5	 1.51e-04	 7.22e-04	 1.49e-04	general_bath_1D.py	2023-07-27@15:37
2L_4b_gen	2.19927	-0.9669816	0.31750997	4	1.328918	-1.0419351	1.3287712	-1.0418255	1.85	1	0.4353306	0.43610253	0.43530315	0.43608574	0.99959033	-0.9669816	nan	nan	nan	nan	nan	0.99954069	-0.67704735	nan	nan	nan	nan	-9.1933406	R0:N6:S0:1	0.99954069	20a4d9d	v2.1.5	 1.47e-04	 8.99e-04	 4.77e-04	general_bath_1D.py	2023-07-27@15:38
2L_4b_gen	2.1960701	-0.96601005	0.30903163	4	1.3281812	-1.0402053	1.3281733	-1.0402263	1.85	1	0.43538897	0.43604928	0.43538672	0.43605343	0.99901338	-0.96601005	nan	nan	nan	nan	nan	0.9990122	-0.67604192	nan	nan	nan	nan	-9.1869979	R0:N6:S0:1	0.9990122	20a4d9d	v2.1.5	 1.64e-04	 3.51e-04	 2.55e-04	general_bath_1D.py	2023-07-27@15:39

model	omega	E_kin	E_pot	U	eb1_1	eb2_1	eb3_1	eb4_1	mu	t	tb1_1	tb2_1	tb3_1	tb4_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	E0_1	sector_1	n_1	githash	version	distance	diff_param	diff_hybrid	script	time	
2L_4b_gen	2.1974835	-0.9605578	0.28622849	4	1.3287473	-1.0408084	1.3281865	-1.0406312	2	1	0.43566013	0.43596092	0.43557035	0.43591147	1.0018709	-0.9605578	nan	nan	nan	nan	nan	1.0064991	-0.67107857	nan	nan	nan	nan	-9.489998	R0:N6:S0:1	1.0064991	20a4d9d	v2.1.5	 1.01e-04	 7.04e-02	 1.00e+06	general_bath_1D.py	2023-07-27@15:40
